STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE
MASSACHUSETTS,25,2016,December,Drought
MASSACHUSETTS,25,2016,December,Drought
MASSACHUSETTS,25,2016,December,Drought
CONNECTICUT,9,2016,December,Drought
MASSACHUSETTS,25,2016,December,Drought
MASSACHUSETTS,25,2016,December,Drought
MASSACHUSETTS,25,2016,December,Drought
MASSACHUSETTS,25,2016,December,Drought
MASSACHUSETTS,25,2016,December,Drought
MASSACHUSETTS,25,2016,December,Drought
MASSACHUSETTS,25,2016,December,Drought
MASSACHUSETTS,25,2016,December,Drought
MASSACHUSETTS,25,2016,December,Drought
MASSACHUSETTS,25,2016,December,Drought
MASSACHUSETTS,25,2016,December,Drought
MASSACHUSETTS,25,2016,December,Drought
MASSACHUSETTS,25,2016,December,Drought
MASSACHUSETTS,25,2016,December,Drought
MASSACHUSETTS,25,2016,December,Drought
MASSACHUSETTS,25,2016,December,Drought
MASSACHUSETTS,25,2016,December,Drought
OKLAHOMA,40,2016,November,Drought
OKLAHOMA,40,2016,November,Drought
OKLAHOMA,40,2016,November,Drought
OKLAHOMA,40,2016,November,Drought
OKLAHOMA,40,2016,November,Drought
OKLAHOMA,40,2016,November,Drought
MISSISSIPPI,28,2016,October,Drought
MISSISSIPPI,28,2016,October,Drought
TENNESSEE,47,2016,August,Drought
TENNESSEE,47,2016,August,Drought
MISSISSIPPI,28,2016,October,Drought
MISSISSIPPI,28,2016,October,Drought
MISSISSIPPI,28,2016,October,Drought
MISSISSIPPI,28,2016,October,Drought
TENNESSEE,47,2016,May,Drought
TENNESSEE,47,2016,June,Drought
TENNESSEE,47,2016,June,Drought
SOUTH CAROLINA,45,2016,October,Drought
SOUTH CAROLINA,45,2016,October,Drought
SOUTH CAROLINA,45,2016,October,Drought
GUAM,98,2016,June,Drought
GUAM,98,2016,June,Drought
GUAM,98,2016,June,Drought
GEORGIA,13,2016,October,Drought
SOUTH CAROLINA,45,2016,October,Drought
GEORGIA,13,2016,October,Drought
GEORGIA,13,2016,October,Drought
GEORGIA,13,2016,October,Drought
GEORGIA,13,2016,October,Drought
GEORGIA,13,2016,October,Drought
SOUTH CAROLINA,45,2016,October,Drought
KENTUCKY,21,2016,November,Drought
GEORGIA,13,2016,December,Drought
ARKANSAS,5,2016,November,Drought
ARKANSAS,5,2016,November,Drought
ARKANSAS,5,2016,November,Drought
OKLAHOMA,40,2016,November,Drought
CALIFORNIA,6,2016,January,Drought
CALIFORNIA,6,2016,January,Drought
CALIFORNIA,6,2016,January,Drought
CALIFORNIA,6,2016,January,Drought
CALIFORNIA,6,2016,January,Drought
CALIFORNIA,6,2016,January,Drought
CALIFORNIA,6,2016,January,Drought
CALIFORNIA,6,2016,January,Drought
CALIFORNIA,6,2016,January,Drought
CALIFORNIA,6,2016,January,Drought
CALIFORNIA,6,2016,January,Drought
CALIFORNIA,6,2016,January,Drought
CALIFORNIA,6,2016,January,Drought
CALIFORNIA,6,2016,January,Drought
CALIFORNIA,6,2016,January,Drought
CALIFORNIA,6,2016,January,Drought
CALIFORNIA,6,2016,January,Drought
CALIFORNIA,6,2016,February,Drought
CALIFORNIA,6,2016,February,Drought
CALIFORNIA,6,2016,February,Drought
CALIFORNIA,6,2016,February,Drought
CALIFORNIA,6,2016,February,Drought
CALIFORNIA,6,2016,February,Drought
CALIFORNIA,6,2016,February,Drought
CALIFORNIA,6,2016,February,Drought
CALIFORNIA,6,2016,February,Drought
CALIFORNIA,6,2016,February,Drought
OKLAHOMA,40,2016,August,Drought
CALIFORNIA,6,2016,February,Drought
CALIFORNIA,6,2016,February,Drought
CALIFORNIA,6,2016,February,Drought
CALIFORNIA,6,2016,February,Drought
CALIFORNIA,6,2016,February,Drought
CALIFORNIA,6,2016,February,Drought
HAWAII,15,2016,March,Drought
HAWAII,15,2016,March,Drought
HAWAII,15,2016,March,Drought
HAWAII,15,2016,March,Drought
HAWAII,15,2016,March,Drought
GUAM,98,2016,March,Drought
GUAM,98,2016,March,Drought
GUAM,98,2016,March,Drought
GUAM,98,2016,February,Drought
GUAM,98,2016,February,Drought
MISSISSIPPI,28,2016,October,Drought
GUAM,98,2016,February,Drought
MISSISSIPPI,28,2016,October,Drought
HAWAII,15,2016,March,Drought
HAWAII,15,2016,March,Drought
HAWAII,15,2016,March,Drought
HAWAII,15,2016,March,Drought
HAWAII,15,2016,March,Drought
CALIFORNIA,6,2016,February,Drought
CALIFORNIA,6,2016,March,Drought
CALIFORNIA,6,2016,March,Drought
CALIFORNIA,6,2016,March,Drought
CALIFORNIA,6,2016,March,Drought
OKLAHOMA,40,2016,April,Drought
OKLAHOMA,40,2016,April,Drought
OKLAHOMA,40,2016,April,Drought
OKLAHOMA,40,2016,April,Drought
OKLAHOMA,40,2016,April,Drought
HAWAII,15,2016,April,Drought
CALIFORNIA,6,2016,April,Drought
CALIFORNIA,6,2016,April,Drought
CALIFORNIA,6,2016,April,Drought
CALIFORNIA,6,2016,April,Drought
CALIFORNIA,6,2016,April,Drought
CALIFORNIA,6,2016,March,Drought
CALIFORNIA,6,2016,March,Drought
CALIFORNIA,6,2016,March,Drought
HAWAII,15,2016,May,Drought
HAWAII,15,2016,May,Drought
HAWAII,15,2016,May,Drought
HAWAII,15,2016,May,Drought
HAWAII,15,2016,May,Drought
HAWAII,15,2016,May,Drought
HAWAII,15,2016,May,Drought
HAWAII,15,2016,May,Drought
HAWAII,15,2016,May,Drought
NEW YORK,36,2016,August,Drought
NEW YORK,36,2016,August,Drought
NEW YORK,36,2016,August,Drought
CALIFORNIA,6,2016,April,Drought
CALIFORNIA,6,2016,April,Drought
CALIFORNIA,6,2016,May,Drought
CALIFORNIA,6,2016,May,Drought
HAWAII,15,2016,May,Drought
HAWAII,15,2016,May,Drought
NEW YORK,36,2016,August,Drought
NEW YORK,36,2016,August,Drought
CALIFORNIA,6,2016,March,Drought
CALIFORNIA,6,2016,March,Drought
CALIFORNIA,6,2016,March,Drought
NEW YORK,36,2016,August,Drought
CALIFORNIA,6,2016,March,Drought
CALIFORNIA,6,2016,March,Drought
CALIFORNIA,6,2016,March,Drought
CALIFORNIA,6,2016,April,Drought
CALIFORNIA,6,2016,March,Drought
CALIFORNIA,6,2016,March,Drought
CALIFORNIA,6,2016,May,Drought
HAWAII,15,2016,April,Drought
HAWAII,15,2016,April,Drought
HAWAII,15,2016,April,Drought
HAWAII,15,2016,April,Drought
CALIFORNIA,6,2016,April,Drought
CALIFORNIA,6,2016,April,Drought
CALIFORNIA,6,2016,March,Drought
CALIFORNIA,6,2016,March,Drought
CALIFORNIA,6,2016,May,Drought
CALIFORNIA,6,2016,May,Drought
NEW YORK,36,2016,August,Drought
NEW YORK,36,2016,August,Drought
HAWAII,15,2016,April,Drought
HAWAII,15,2016,April,Drought
HAWAII,15,2016,April,Drought
HAWAII,15,2016,April,Drought
HAWAII,15,2016,April,Drought
HAWAII,15,2016,April,Drought
CALIFORNIA,6,2016,April,Drought
CALIFORNIA,6,2016,April,Drought
GUAM,98,2016,April,Drought
GUAM,98,2016,April,Drought
CALIFORNIA,6,2016,May,Drought
CALIFORNIA,6,2016,May,Drought
NEW YORK,36,2016,August,Drought
CALIFORNIA,6,2016,April,Drought
CALIFORNIA,6,2016,April,Drought
GUAM,98,2016,April,Drought
CALIFORNIA,6,2016,May,Drought
CALIFORNIA,6,2016,May,Drought
NEW YORK,36,2016,August,Drought
NEW YORK,36,2016,August,Drought
CALIFORNIA,6,2016,April,Drought
CALIFORNIA,6,2016,April,Drought
CALIFORNIA,6,2016,May,Drought
CALIFORNIA,6,2016,May,Drought
HAWAII,15,2016,February,Drought
HAWAII,15,2016,February,Drought
GEORGIA,13,2016,August,Drought
GEORGIA,13,2016,August,Drought
GEORGIA,13,2016,August,Drought
HAWAII,15,2016,June,Drought
HAWAII,15,2016,June,Drought
HAWAII,15,2016,June,Drought
HAWAII,15,2016,June,Drought
HAWAII,15,2016,June,Drought
HAWAII,15,2016,June,Drought
HAWAII,15,2016,June,Drought
HAWAII,15,2016,June,Drought
HAWAII,15,2016,June,Drought
HAWAII,15,2016,June,Drought
CALIFORNIA,6,2016,June,Drought
CALIFORNIA,6,2016,June,Drought
CALIFORNIA,6,2016,June,Drought
CALIFORNIA,6,2016,June,Drought
HAWAII,15,2016,June,Drought
CALIFORNIA,6,2016,June,Drought
CALIFORNIA,6,2016,June,Drought
