STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE
TEXAS,48,2018,February,Drought
TEXAS,48,2018,May,Drought
TEXAS,48,2018,May,Drought
MISSOURI,29,2018,January,Drought
MISSOURI,29,2018,January,Drought
ILLINOIS,17,2018,January,Drought
ILLINOIS,17,2018,January,Drought
TEXAS,48,2018,May,Drought
MISSOURI,29,2018,January,Drought
MISSOURI,29,2018,January,Drought
MISSOURI,29,2018,January,Drought
MISSOURI,29,2018,January,Drought
MISSOURI,29,2018,January,Drought
TEXAS,48,2018,May,Drought
TEXAS,48,2018,May,Drought
TEXAS,48,2018,May,Drought
KANSAS,20,2018,March,Drought
KANSAS,20,2018,March,Drought
TEXAS,48,2018,March,Drought
TEXAS,48,2018,March,Drought
TEXAS,48,2018,March,Drought
KANSAS,20,2018,March,Drought
KANSAS,20,2018,March,Drought
KANSAS,20,2018,March,Drought
KANSAS,20,2018,March,Drought
KANSAS,20,2018,March,Drought
KANSAS,20,2018,March,Drought
KANSAS,20,2018,March,Drought
KANSAS,20,2018,March,Drought
KANSAS,20,2018,March,Drought
KANSAS,20,2018,March,Drought
KANSAS,20,2018,March,Drought
KANSAS,20,2018,March,Drought
KANSAS,20,2018,March,Drought
KANSAS,20,2018,March,Drought
KANSAS,20,2018,March,Drought
TEXAS,48,2018,February,Drought
TEXAS,48,2018,February,Drought
TEXAS,48,2018,February,Drought
TEXAS,48,2018,February,Drought
GEORGIA,13,2018,February,Drought
GEORGIA,13,2018,February,Drought
FLORIDA,12,2018,February,Drought
FLORIDA,12,2018,February,Drought
FLORIDA,12,2018,February,Drought
FLORIDA,12,2018,February,Drought
FLORIDA,12,2018,February,Drought
FLORIDA,12,2018,February,Drought
FLORIDA,12,2018,February,Drought
FLORIDA,12,2018,February,Drought
GEORGIA,13,2018,February,Drought
ALABAMA,1,2018,February,Drought
ALABAMA,1,2018,February,Drought
ALABAMA,1,2018,February,Drought
FLORIDA,12,2018,February,Drought
FLORIDA,12,2018,February,Drought
FLORIDA,12,2018,February,Drought
FLORIDA,12,2018,February,Drought
FLORIDA,12,2018,February,Drought
FLORIDA,12,2018,February,Drought
FLORIDA,12,2018,February,Drought
FLORIDA,12,2018,February,Drought
ALABAMA,1,2018,February,Drought
ALABAMA,1,2018,February,Drought
GEORGIA,13,2018,February,Drought
GEORGIA,13,2018,February,Drought
GEORGIA,13,2018,February,Drought
GEORGIA,13,2018,February,Drought
GEORGIA,13,2018,February,Drought
FLORIDA,12,2018,February,Drought
FLORIDA,12,2018,February,Drought
FLORIDA,12,2018,February,Drought
FLORIDA,12,2018,February,Drought
GEORGIA,13,2018,February,Drought
GEORGIA,13,2018,February,Drought
GEORGIA,13,2018,February,Drought
GEORGIA,13,2018,February,Drought
GEORGIA,13,2018,February,Drought
GEORGIA,13,2018,February,Drought
GEORGIA,13,2018,February,Drought
GEORGIA,13,2018,February,Drought
GEORGIA,13,2018,February,Drought
GEORGIA,13,2018,February,Drought
NEW MEXICO,35,2018,February,Drought
NEW MEXICO,35,2018,February,Drought
NEW MEXICO,35,2018,February,Drought
